job_mid_cd,code,keyword
19,1925,한문
19,1926,화학
19,1927,CG
13,2226,작곡
13,1332,골프
13,1281,가수
13,1333,공연기획
13,1282,기술감독
13,1334,공연예술
13,1283,기자
13,1335,교열
13,1284,도슨트
13,1285,리포터
13,1336,국악
13,1337,나레이션
13,1286,방송BJ
13,1287,사운드엔지니어
13,1338,농구
13,1339,뉴미디어
13,1288,선수
13,1340,당구
13,1289,성우
13,1341,댄스
13,1290,쇼호스트
13,1342,레저
13,1291,스크립터
13,1343,레크레이션
13,1292,스포츠강사
13,1344,모델에이전시
13,1293,스포츠에이전트
13,1294,아나운서
13,1345,무대제작
13,1346,문화재
13,1295,기상캐스터
13,1296,에디터
13,1347,뮤지컬
13,1348,미디어플래너
13,1297,연예매니저
13,1349,미술관
13,1298,영상디자이너
13,1350,바이올린
13,1299,영화감독
13,1351,박물관
13,1300,인플루언서
13,1301,작가
13,1352,발레
13,1353,방송송출
13,1302,재활치료사
13,1303,촬영감독
13,1354,배구
13,1355,배드민턴
13,1304,캐디
13,1356,보정/리터칭
13,1305,컬러리스트
13,1357,보조출연
13,1306,코치
13,1358,보컬레슨
13,1307,큐레이터
13,1359,복싱
13,1308,크리에이터
13,1360,볼링
13,1309,테크니컬라이터
13,1310,통/번역
13,1361,생활체육
13,1362,수영
13,1311,트레이너
13,1312,패션모델
13,1363,순수미술
13,1364,스토리텔링
13,1313,포토그래퍼
13,1365,승마
13,1314,프리뷰어
13,1366,실용음악학원
13,1315,피팅모델
13,1367,애니메이션
13,1316,해설가
13,1317,AD(아트디렉터)
13,1368,야구
13,1369,에어로빅
13,1318,AE(광고기획자)
13,1319,CW(카피라이터)
13,1370,엔터테인먼트
13,1371,영상자막
13,1320,DJ
13,1372,영상제작
13,1321,FC(피트니스카운셀러)
13,1373,영상편집
13,1322,MC
13,1374,영어
13,1323,PD/AD/FD
13,1375,요가
13,1324,VJ
13,1376,원고작성
13,1325,영화기획
13,1326,영화미술
13,1377,음악회
13,1378,음원
13,1327,영화제작
13,1328,음반기획
13,1379,인제스트/인코딩
13,1380,일본어
13,1329,음반유통
13,1381,재즈
13,1330,캐스팅매니저
13,1382,제2외국어
13,1331,방송엔지니어
13,1383,조명
13,1384,중국어
13,1385,첼로
13,1386,촬영
13,1387,촬영보조
13,1388,축구
13,1389,콘서트
13,1390,크로스핏
13,1391,태권도
13,1392,테마파크
13,1393,편성
13,1394,포스트프로덕션
13,1395,피아노
13,1396,필라테스
13,1397,합창
13,1398,헬스
13,1399,A&R
13,1400,e-Sports
13,1401,VOD서비스
13,1402,드라마
13,1403,라이브커머스
13,1404,만화/웹툰
13,1405,신문
13,1406,영화
13,1407,유튜브
13,1408,잡지
13,1409,CF광고
13,1410,TV
17,1738,공제기관
17,1691,대출상담사
17,1703,기업금융
17,1704,기업분석
17,1739,사금융권
17,1692,보험설계사
17,1693,손해사정사
17,1705,기업심사
17,1740,생명보험사
17,1706,담보대출
17,1741,선물중개회사
17,1694,심사역
17,1695,애널리스트
17,1707,대출심사
17,1742,손해보험사
17,1743,일반은행
17,1696,텔러
17,1708,배상
17,1697,펀드매니저
17,1709,배상책임
17,1744,자산운용사
17,1745,제2금융권
17,1698,금융사무
17,1710,보험사고
17,1711,보험청구
17,1746,증권사
17,1699,금융상품영업
17,1700,보험상담
17,1712,부동산투자
17,1747,투자자문사
17,1713,손해보험
17,1748,특수은행
17,1701,보험상품개발
17,1702,보험심사
17,1714,손해평가
17,1749,저축은행
17,1715,신탁
17,1716,여신심사
17,1717,외환관리
17,1718,위험관리
17,1719,위험분석
17,1720,자산운용
17,1721,재무분석
17,1722,재물손해사정
17,1723,주식영업
17,1724,주식투자
17,1725,채권관리
17,1726,채권추심
17,1727,투자검토
17,1728,투자분석
17,1729,투자심사
17,1730,투자자문
17,1731,투자자산
17,1732,펀드
17,1733,환전
17,1734,DCM
17,1735,ECM
17,1736,NPL
17,1737,PF영업
20,1928,캠페이너
20,1952,가족상담
20,1953,노인복지
20,1929,도서관사서
20,1930,평생교육사
20,1954,놀이치료
20,1955,도서관리
20,1931,돌봄교사
20,1932,보호상담원
20,1956,미술치료
20,1957,방과후아카데미
20,1933,사무국장
20,1934,목회자
20,1958,방문목욕
20,1959,방문요양
20,1935,사무직
20,1960,사례관리
20,1936,사회복지사
20,1937,생활복지사
20,1961,아동보육
20,1962,아동복지
20,1938,생활지도원
20,1939,생활지원사
20,1963,음악치료
20,1964,인지치료
20,1940,심리치료사
20,1941,요양보호사
20,1965,자원봉사
20,1966,작업치료
20,1942,임기제공무원
20,1943,군인·부사관
20,1967,장애인복지
20,1944,병역특례
20,1968,청소년복지
20,1969,호스피스
20,1945,재활교사
20,1946,직업상담사
20,1970,EAP상담
20,1971,MARC구축
20,1947,청소년지도사
20,1948,특수교사
20,1949,활동지원사
20,1950,감각통합치료사
20,1951,언어치료사
